v,242
0.3643639087677002,-2.523977279663086,-3.1177120208740234
2.6895580291748047,-2.2724666595458984,-2.130298614501953
-0.7287578582763672,-1.6581573486328125,-3.2912769317626953
-0.7597370147705078,0.7193498611450195,-3.1327781677246094
1.0549860000610352,1.0210199356079102,-4.304241180419922
3.5013599395751953,-2.3874340057373047,-0.8635087013244629
-0.38925766944885254,-4.498443603515625,-0.8338289260864258
-3.6346702575683594,-1.7686347961425781,-0.7156481742858887
-2.1396350860595703,3.0154457092285156,-0.46601247787475586
2.760885238647461,3.3662376403808594,-1.0108413696289062
3.472930908203125,-3.339418411254883,0.056175410747528076
-1.358489990234375,-4.64166259765625,0.09410345554351807
-4.499919891357422,-0.4935188293457031,0.2781941890716553
-0.8819446563720703,3.7314300537109375,0.40265607833862305
3.5656051635742188,2.4883384704589844,-0.016923338174819946
1.7917861938476562,-4.094566345214844,3.563709259033203
-2.9393959045410156,-3.57586669921875,4.106258392333984
-3.071249008178711,0.016564369201660156,3.764942169189453
-0.52252197265625,3.4929866790771484,4.502437591552734
3.920886993408203,-0.4018692970275879,4.258201599121094
-0.35381555557250977,-4.394863128662109,-2.0886878967285156
0.41725635528564453,-3.264728546142578,-2.7110137939453125
1.7207412719726562,-2.9119644165039062,-2.0963706970214844
3.5203380584716797,0.2854914665222168,-3.485532760620117
2.674753189086914,-0.7597250938415527,-4.056190490722656
1.6530437469482422,-0.658470630645752,-4.428962707519531
-2.622987747192383,-0.6441969871520996,-2.1254615783691406
-1.9672622680664062,-2.0835018157958984,-2.8273468017578125
-1.645212173461914,-4.079456329345703,-2.0314598083496094
-1.6742982864379883,2.634622573852539,-1.6573781967163086
-2.004711151123047,2.106626510620117,-2.6292476654052734
-2.629457473754883,1.1684255599975586,-2.0858592987060547
2.880565643310547,2.2030467987060547,-3.570362091064453
1.4369220733642578,2.837322235107422,-4.01629638671875
-0.04738718271255493,3.0636463165283203,-1.8729667663574219
4.594459533691406,-0.8267955780029297,2.002798080444336
3.677845001220703,-0.852877140045166,-0.2011549472808838
3.711627960205078,0.30730772018432617,-0.8972873687744141
1.4407930374145508,-4.771217346191406,1.4293584823608398
1.1013307571411133,-4.1706390380859375,-0.20233821868896484
2.440258026123047,-3.7142982482910156,-0.8425555229187012
-3.618072509765625,-3.7429122924804688,1.4410972595214844
-3.6019668579101562,-3.1429920196533203,-0.08776795864105225
-2.2682361602783203,-4.0145111083984375,-0.7016925811767578
-3.8304672241210938,2.028749465942383,1.6443815231323242
-3.754444122314453,2.7223033905029297,0.15481126308441162
-3.9138565063476562,1.403280258178711,-0.4931650161743164
1.2590408325195312,4.196083068847656,1.4091835021972656
1.6542510986328125,4.6751861572265625,-0.2479410171508789
0.28962159156799316,3.7383193969726562,-0.6641297340393066
2.7530956268310547,-4.386405944824219,2.3040618896484375
3.4463062286376953,-3.41094970703125,1.5710954666137695
4.391349792480469,-2.4328861236572266,2.8553638458251953
-2.3234481811523438,-4.385761260986328,2.3717002868652344
-1.397599220275879,-4.412994384765625,1.6386308670043945
-0.0889052152633667,-4.870349884033203,2.342395782470703
-4.517147064208984,0.13974475860595703,2.5269393920898438
-5.027194976806641,-1.0634984970092773,1.8087291717529297
-4.178043365478516,-2.938535690307617,2.343751907348633
