v,242
0.5315036773681641,-2.231067657470703,-2.989377975463867
2.7811622619628906,-1.8343219757080078,-1.8101425170898438
-0.7154626846313477,-1.6076221466064453,-3.583660125732422
-0.4943265914916992,0.41343259811401367,-3.8168258666992188
1.2232866287231445,1.1650924682617188,-4.251537322998047
3.885568618774414,-2.339191436767578,-0.9963808059692383
-0.531801700592041,-4.328329086303711,-1.097844123840332
-3.2630062103271484,-1.648594856262207,-0.5511541366577148
-1.5930004119873047,3.1520862579345703,-0.9786033630371094
3.0312576293945312,3.8187808990478516,-0.6021671295166016
3.381654739379883,-3.2234573364257812,-0.2181248664855957
-1.2888011932373047,-4.322343826293945,0.2774958610534668
-4.147790908813477,-0.613621711730957,-0.15987110137939453
-0.40064525604248047,3.5488128662109375,0.1022500991821289
3.42193603515625,2.779184341430664,-0.19085979461669922
2.108837127685547,-3.748067855834961,3.7424697875976562
-2.4333057403564453,-3.5833988189697266,4.0205230712890625
-2.461923599243164,0.2843294143676758,3.6124496459960938
-0.054792046546936035,3.3338851928710938,4.296367645263672
4.152132034301758,-0.07825994491577148,4.433200836181641
-0.5120768547058105,-3.926267623901367,-2.0184879302978516
0.8707308769226074,-3.135976791381836,-2.7989273071289062
2.0235462188720703,-2.8864097595214844,-2.1194820404052734
3.7491626739501953,0.2890772819519043,-3.8118743896484375
2.7400856018066406,-0.33561182022094727,-3.6529006958007812
1.7889251708984375,-0.07844686508178711,-4.017784118652344
-2.4518260955810547,-0.4710993766784668,-2.067422866821289
-1.7172222137451172,-2.172761917114258,-3.2174835205078125
-1.5456657409667969,-3.848939895629883,-1.931650161743164
-1.4997901916503906,2.947824478149414,-1.464188575744629
-1.658940315246582,2.2988414764404297,-2.417438507080078
-2.407011032104492,1.3503303527832031,-2.0178375244140625
2.858125686645508,2.6756668090820312,-3.3675003051757812
1.6208248138427734,3.146636962890625,-3.9632186889648438
0.20714712142944336,2.9319591522216797,-2.3207359313964844
5.155550003051758,-0.9089784622192383,1.798872947692871
3.5021896362304688,-0.4754600524902344,-0.2397294044494629
3.8833179473876953,0.6491851806640625,-0.6226320266723633
1.6119184494018555,-5.063364028930664,0.6630549430847168
1.8652477264404297,-4.410764694213867,-0.36620044708251953
2.371671676635742,-3.6811161041259766,-1.2799606323242188
-3.2268199920654297,-3.7757701873779297,1.2242350578308105
-3.553699493408203,-3.174152374267578,-0.5571193695068359
-1.6667890548706055,-4.121973037719727,-0.89825439453125
-4.013742446899414,2.3604888916015625,1.5769681930541992
-3.8133411407470703,2.990072250366211,0.24201154708862305
-3.418119430541992,1.283956527709961,-0.7307915687561035
1.7967681884765625,4.329538345336914,1.607712745666504
1.5705060958862305,4.937887191772461,-0.31531333923339844
0.3149254322052002,4.045156478881836,-0.6544156074523926
3.0116539001464844,-4.233610153198242,2.18780517578125
3.8978824615478516,-3.428518295288086,1.3361797332763672
4.532739639282227,-1.9906501770019531,3.2830562591552734
-2.5401554107666016,-4.014432907104492,2.586353302001953
-1.1642513275146484,-4.05882453918457,1.8575210571289062
-0.25908899307250977,-4.517385482788086,2.2653274536132812
-4.623617172241211,0.5494441986083984,2.605466842651367
-4.711427688598633,-0.7203917503356934,2.057281494140625
-3.7058277130126953,-2.9783706665039062,2.336244583129883
-0.04817461967468262,4.182058334350586,3.0217723846435547
-0.7853693962097168,5.046472549438477,2.735078811645508
-2.004589080810547,3.3896427154541016,3.1720619201660156
5.067159652709961,0.7153439521789551,2.6310672760009766
3.758523941040039,3.3336219787597656,1.8420400619506836
2.250516891479492,3.5099868774414062,2.300914764404297
1.388627052307129,-2.115598678588867,4.836734771728516
2.208221435546875,-2.6149234771728516,4.547389984130859
4.090883255004883,-1.8986892700195312,4.385761260986328
-0.4111647605895996,-1.9968490600585938,5.414920806884766
-1.4202184677124023,-2.8591747283935547,5.080287933349609
0.22607135772705078,-4.373723983764648,3.412548065185547
-1.704702377319336,-0.16834497451782227,5.413475036621094
-2.936899185180664,-0.5604376792907715,4.7745208740234375
-3.7749996185302734,-2.269681930541992,4.089397430419922
0.05904197692871094,0.6704502105712891,4.738689422607422
-1.2386760711669922,2.960752487182617,4.871227264404297
